Affixed_Word,Root_Word,Affix_Category,Affix_Pattern,Meaning_EN
pegupakan,gupak,Confix,pe- -an,Synthetic meaning for gupak
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
kegawaian,gawai,Confix,ke- -an,Synthetic meaning for gawai
kebinaran,binar,Confix,ke- -an,Synthetic meaning for binar
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
pegeniaan,genia,Confix,pe- -an,Synthetic meaning for genia
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kebulenan,bulen,Confix,ke- -an,Synthetic meaning for bulen
pegeniaan,genia,Confix,pe- -an,Synthetic meaning for genia
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pesuluan,sulu,Confix,pe- -an,Synthetic meaning for sulu
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
perendoan,rendo,Confix,pe- -an,Synthetic meaning for rendo
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pesuluan,sulu,Confix,pe- -an,Synthetic meaning for sulu
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
kebinaran,binar,Confix,ke- -an,Synthetic meaning for binar
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kerenahan,renah,Confix,ke- -an,Synthetic meaning for renah
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
pesingean,singe,Confix,pe- -an,Synthetic meaning for singe
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pekapean,kape,Confix,pe- -an,Synthetic meaning for kape
pegupakan,gupak,Confix,pe- -an,Synthetic meaning for gupak
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
keserekan,serek,Confix,ke- -an,Synthetic meaning for serek
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
kelumangan,lumang,Confix,ke- -an,Synthetic meaning for lumang
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
ketenyangan,tenyang,Confix,ke- -an,Synthetic meaning for tenyang
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
keulowan,ulow,Confix,ke- -an,Synthetic meaning for ulow
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
keserekan,serek,Confix,ke- -an,Synthetic meaning for serek
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
kesarekan,sarek,Confix,ke- -an,Synthetic meaning for sarek
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
kelekakan,lekak,Confix,ke- -an,Synthetic meaning for lekak
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
pegupakan,gupak,Confix,pe- -an,Synthetic meaning for gupak
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
kedulenan,dulen,Confix,ke- -an,Synthetic meaning for dulen
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
pekapean,kape,Confix,pe- -an,Synthetic meaning for kape
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
kelumangan,lumang,Confix,ke- -an,Synthetic meaning for lumang
kebelaian,belai,Confix,ke- -an,Synthetic meaning for belai
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
pegeniaan,genia,Confix,pe- -an,Synthetic meaning for genia
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
ketulanan,tulan,Confix,ke- -an,Synthetic meaning for tulan
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kebelaian,belai,Confix,ke- -an,Synthetic meaning for belai
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
pesuluan,sulu,Confix,pe- -an,Synthetic meaning for sulu
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kebinaran,binar,Confix,ke- -an,Synthetic meaning for binar
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
pebengoan,bengo,Confix,pe- -an,Synthetic meaning for bengo
kegeniaan,genia,Confix,ke- -an,Synthetic meaning for genia
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
pebulenan,bulen,Confix,pe- -an,Synthetic meaning for bulen
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
kegawaian,gawai,Confix,ke- -an,Synthetic meaning for gawai
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
pebinaran,binar,Confix,pe- -an,Synthetic meaning for binar
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
keserekan,serek,Confix,ke- -an,Synthetic meaning for serek
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
kebulean,bule,Confix,ke- -an,Synthetic meaning for bule
kebentoan,bento,Confix,ke- -an,Synthetic meaning for bento
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
peserekan,serek,Confix,pe- -an,Synthetic meaning for serek
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kesiratan,sirat,Confix,ke- -an,Synthetic meaning for sirat
kelumangan,lumang,Confix,ke- -an,Synthetic meaning for lumang
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
pegupakan,gupak,Confix,pe- -an,Synthetic meaning for gupak
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pesurenan,suren,Confix,pe- -an,Synthetic meaning for suren
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
pekapean,kape,Confix,pe- -an,Synthetic meaning for kape
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
ketulanan,tulan,Confix,ke- -an,Synthetic meaning for tulan
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
pelupakan,lupak,Confix,pe- -an,Synthetic meaning for lupak
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kesaboan,sabo,Confix,ke- -an,Synthetic meaning for sabo
kesemakan,semak,Confix,ke- -an,Synthetic meaning for semak
kebelaian,belai,Confix,ke- -an,Synthetic meaning for belai
pegawaian,gawai,Confix,pe- -an,Synthetic meaning for gawai
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kecindean,cinde,Confix,ke- -an,Synthetic meaning for cinde
kerendoan,rendo,Confix,ke- -an,Synthetic meaning for rendo
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
pemakanan,makan,Confix,pe- -an,Synthetic meaning for makan
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
kesuluan,sulu,Confix,ke- -an,Synthetic meaning for sulu
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
kegawaian,gawai,Confix,ke- -an,Synthetic meaning for gawai
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
kebajikan,bajik,Confix,ke- -an,Synthetic meaning for bajik
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
pegupakan,gupak,Confix,pe- -an,Synthetic meaning for gupak
kesarekan,sarek,Confix,ke- -an,Synthetic meaning for sarek
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
pepelakan,pelak,Confix,pe- -an,Synthetic meaning for pelak
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
pekedahan,kedah,Confix,pe- -an,Synthetic meaning for kedah
kegurenan,guren,Confix,ke- -an,Synthetic meaning for guren
ketabikan,tabik,Confix,ke- -an,Synthetic meaning for tabik
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
ketenyangan,tenyang,Confix,ke- -an,Synthetic meaning for tenyang
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
pesarekan,sarek,Confix,pe- -an,Synthetic meaning for sarek
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
pemurean,mure,Confix,pe- -an,Synthetic meaning for mure
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
peserekan,serek,Confix,pe- -an,Synthetic meaning for serek
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
kesarenan,saren,Confix,ke- -an,Synthetic meaning for saren
pebentoan,bento,Confix,pe- -an,Synthetic meaning for bento
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
kebinaran,binar,Confix,ke- -an,Synthetic meaning for binar
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kelekakan,lekak,Confix,ke- -an,Synthetic meaning for lekak
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
pegurenan,guren,Confix,pe- -an,Synthetic meaning for guren
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
peulowan,ulow,Confix,pe- -an,Synthetic meaning for ulow
pekapean,kape,Confix,pe- -an,Synthetic meaning for kape
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
pelenjoan,lenjo,Confix,pe- -an,Synthetic meaning for lenjo
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
pedulenan,dulen,Confix,pe- -an,Synthetic meaning for dulen
pelekakan,lekak,Confix,pe- -an,Synthetic meaning for lekak
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
petulanan,tulan,Confix,pe- -an,Synthetic meaning for tulan
ketandoan,tando,Confix,ke- -an,Synthetic meaning for tando
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
pepayoan,payo,Confix,pe- -an,Synthetic meaning for payo
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
pegelenan,gelen,Confix,pe- -an,Synthetic meaning for gelen
pebulean,bule,Confix,pe- -an,Synthetic meaning for bule
kelupakan,lupak,Confix,ke- -an,Synthetic meaning for lupak
kebinaran,binar,Confix,ke- -an,Synthetic meaning for binar
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
pepelakan,pelak,Confix,pe- -an,Synthetic meaning for pelak
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
kemakanan,makan,Confix,ke- -an,Synthetic meaning for makan
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kegulaian,gulai,Confix,ke- -an,Synthetic meaning for gulai
kepadean,pade,Confix,ke- -an,Synthetic meaning for pade
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
pebajikan,bajik,Confix,pe- -an,Synthetic meaning for bajik
ketilakan,tilak,Confix,ke- -an,Synthetic meaning for tilak
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pesiratan,sirat,Confix,pe- -an,Synthetic meaning for sirat
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pelengaan,lenga,Confix,pe- -an,Synthetic meaning for lenga
kedikean,dike,Confix,ke- -an,Synthetic meaning for dike
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
kekapean,kape,Confix,ke- -an,Synthetic meaning for kape
pekemean,keme,Confix,pe- -an,Synthetic meaning for keme
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
petulanan,tulan,Confix,pe- -an,Synthetic meaning for tulan
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
kesurenan,suren,Confix,ke- -an,Synthetic meaning for suren
pelumangan,lumang,Confix,pe- -an,Synthetic meaning for lumang
kesarekan,sarek,Confix,ke- -an,Synthetic meaning for sarek
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
pecindean,cinde,Confix,pe- -an,Synthetic meaning for cinde
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
kemurean,mure,Confix,ke- -an,Synthetic meaning for mure
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
pedikean,dike,Confix,pe- -an,Synthetic meaning for dike
kegupakan,gupak,Confix,ke- -an,Synthetic meaning for gupak
perendoan,rendo,Confix,pe- -an,Synthetic meaning for rendo
kepelakan,pelak,Confix,ke- -an,Synthetic meaning for pelak
kelengaan,lenga,Confix,ke- -an,Synthetic meaning for lenga
kekedahan,kedah,Confix,ke- -an,Synthetic meaning for kedah
kesingean,singe,Confix,ke- -an,Synthetic meaning for singe
pengelean,ngele,Confix,pe- -an,Synthetic meaning for ngele
petilakan,tilak,Confix,pe- -an,Synthetic meaning for tilak
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
petulanan,tulan,Confix,pe- -an,Synthetic meaning for tulan
pegulaian,gulai,Confix,pe- -an,Synthetic meaning for gulai
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
kebentoan,bento,Confix,ke- -an,Synthetic meaning for bento
kerawaan,rawa,Confix,ke- -an,Synthetic meaning for rawa
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
kelenjoan,lenjo,Confix,ke- -an,Synthetic meaning for lenjo
pesarenan,saren,Confix,pe- -an,Synthetic meaning for saren
pebelaian,belai,Confix,pe- -an,Synthetic meaning for belai
kegelenan,gelen,Confix,ke- -an,Synthetic meaning for gelen
pepadean,pade,Confix,pe- -an,Synthetic meaning for pade
kekemean,keme,Confix,ke- -an,Synthetic meaning for keme
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
pesaboan,sabo,Confix,pe- -an,Synthetic meaning for sabo
petenyangan,tenyang,Confix,pe- -an,Synthetic meaning for tenyang
kerenahan,renah,Confix,ke- -an,Synthetic meaning for renah
petabikan,tabik,Confix,pe- -an,Synthetic meaning for tabik
kepayoan,payo,Confix,ke- -an,Synthetic meaning for payo
perawaan,rawa,Confix,pe- -an,Synthetic meaning for rawa
pesemakan,semak,Confix,pe- -an,Synthetic meaning for semak
pegeniaan,genia,Confix,pe- -an,Synthetic meaning for genia
perenahan,renah,Confix,pe- -an,Synthetic meaning for renah
petandoan,tando,Confix,pe- -an,Synthetic meaning for tando
kebengoan,bengo,Confix,ke- -an,Synthetic meaning for bengo
kebulenan,bulen,Confix,ke- -an,Synthetic meaning for bulen
kengelean,ngele,Confix,ke- -an,Synthetic meaning for ngele
kemelakan,melak,Confix,ke- -an,Synthetic meaning for melak
